dt_reference;id_city_origin;id_city_destination;freight_cost;distance
2022-01-07;5107065;4118204;340.0;2018.58
2022-01-21;5107065;4118204;300.0;2018.58
2022-01-28;5107065;4118204;350.0;2018.58
2022-02-04;5107065;4118204;367.0;2018.58
2022-02-11;5107065;4118204;395.0;2018.58
2022-02-18;5107065;4118204;402.5;2018.58
2022-03-04;5107065;4118204;400.0;2018.58
2022-03-11;5107065;4118204;405.0;2018.58
2022-03-18;5107065;4118204;435.0;2018.58
2022-03-25;5107065;4118204;432.0;2018.58
2022-04-01;5107065;4118204;433.0;2018.58
2022-04-08;5107065;4118204;427.33;2018.58
2022-04-15;5107065;4118204;460.0;2018.58
2022-04-22;5107065;4118204;450.0;2018.58
2022-04-29;5107065;4118204;465.0;2018.58
2022-05-13;5107065;4118204;480.0;2018.58
2022-05-20;5107065;4118204;448.0;2018.58
2022-05-27;5107065;4118204;452.0;2018.58
2022-06-10;5107065;4118204;500.0;2018.58
2022-06-24;5107065;4118204;520.0;2018.58
2022-07-01;5107065;4118204;470.0;2018.58
2022-07-08;5107065;4118204;513.0;2018.58
2022-07-15;5107065;4118204;537.0;2018.58
2022-07-22;5107065;4118204;560.0;2018.58
2022-07-29;5107065;4118204;530.0;2018.58
2022-08-05;5107065;4118204;510.0;2018.58
2022-09-09;5107065;4118204;420.0;2018.58
2022-09-23;5107065;4118204;425.0;2018.58
2022-11-04;5107065;4118204;440.0;2018.58
2023-01-20;5107065;4118204;380.0;2018.58
2023-05-12;5107065;4118204;410.0;2018.58
2023-05-19;5107065;4118204;434.0;2018.58
2023-06-02;5107065;4118204;444.0;2018.58
2023-06-30;5107065;4118204;479.0;2018.58
2023-07-21;5107065;4118204;516.33;2018.58
2023-07-28;5107065;4118204;525.0;2018.58
2023-08-04;5107065;4118204;502.0;2018.58
2023-08-25;5107065;4118204;490.0;2018.58
2023-09-08;5107065;4118204;485.0;2018.58
2023-09-15;5107065;4118204;464.0;2018.58
2023-09-22;5107065;4118204;467.0;2018.58
2023-10-06;5107065;4118204;451.0;2018.58
2023-10-20;5107065;4118204;475.0;2018.58
2023-11-10;5107065;4118204;445.0;2018.58
2023-11-24;5107065;4118204;452.5;2018.58
2023-12-08;5107065;4118204;417.5;2018.58
2023-12-22;5107065;4118204;430.0;2018.58
2023-12-28;5107065;4118204;415.0;2018.58
2024-01-12;5107065;4118204;375.0;2018.58
2024-01-19;5107065;4118204;353.33;2018.58
2024-01-26;5107065;4118204;360.0;2018.58
2024-02-02;5107065;4118204;351.33;2018.58
2024-02-09;5107065;4118204;412.5;2018.58
2024-02-16;5107065;4118204;436.67;2018.58
2024-03-01;5107065;4118204;388.0;2018.58
2024-03-08;5107065;4118204;390.0;2018.58
2024-03-22;5107065;4118204;385.0;2018.58
2024-04-05;5107065;4118204;366.67;2018.58
2024-04-12;5107065;4118204;351.5;2018.58
2024-04-19;5107065;4118204;370.0;2018.58
2024-04-26;5107065;4118204;351.0;2018.58
2024-05-10;5107065;4118204;374.5;2018.58
2024-05-17;5107065;4118204;398.0;2018.58
2024-06-14;5107065;4118204;447.5;2018.58
2022-01-07;5107909;4118204;380.0;2271.74
2022-01-21;5107909;4118204;400.0;2271.74
2022-02-11;5107909;4118204;420.0;2271.74
2022-02-18;5107909;4118204;430.0;2271.74
2022-02-25;5107909;4118204;410.0;2271.74
2022-03-18;5107909;4118204;440.0;2271.74
2022-03-25;5107909;4118204;500.0;2271.74
2022-04-15;5107909;4118204;510.0;2271.74
2022-04-22;5107909;4118204;480.0;2271.74
2022-04-29;5107909;4118204;490.0;2271.74
2022-05-13;5107909;4118204;590.0;2271.74
2022-06-10;5107909;4118204;512.0;2271.74
2022-06-17;5107909;4118204;560.0;2271.74
2022-07-01;5107909;4118204;570.0;2271.74
2022-07-08;5107909;4118204;545.0;2271.74
2022-07-15;5107909;4118204;540.0;2271.74
2022-08-05;5107909;4118204;520.0;2271.74
2022-08-19;5107909;4118204;470.0;2271.74
2022-08-26;5107909;4118204;465.0;2271.74
2022-09-02;5107909;4118204;460.0;2271.74
2022-09-30;5107909;4118204;450.0;2271.74
2022-10-21;5107909;4118204;390.0;2271.74
2023-02-03;5107909;4118204;530.0;2271.74
2023-03-10;5107909;4118204;475.0;2271.74
2023-07-21;5107909;4118204;550.0;2271.74
2024-02-23;5107909;4118204;435.0;2271.74
2024-03-08;5107909;4118204;425.0;2271.74
2024-03-22;5107909;4118204;370.0;2271.74
2024-03-28;5107909;4118204;360.0;2271.74
2022-01-07;5100201;4118204;330.0;1798.96
2022-01-21;5100201;4118204;280.0;1798.96
2022-01-28;5100201;4118204;360.0;1798.96
2022-02-04;5100201;4118204;380.0;1798.96
2022-02-11;5100201;4118204;400.0;1798.96
2022-02-18;5100201;4118204;405.0;1798.96
2022-02-25;5100201;4118204;390.0;1798.96
2022-03-18;5100201;4118204;460.0;1798.96
2022-03-25;5100201;4118204;430.0;1798.96
2022-04-08;5100201;4118204;420.0;1798.96
2022-04-22;5100201;4118204;450.0;1798.96
2022-04-29;5100201;4118204;465.0;1798.96
2022-05-27;5100201;4118204;455.0;1798.96
2022-06-10;5100201;4118204;470.0;1798.96
2022-06-24;5100201;4118204;490.0;1798.96
2022-07-01;5100201;4118204;500.0;1798.96
2022-07-08;5100201;4118204;510.0;1798.96
2022-07-22;5100201;4118204;530.0;1798.96
2022-08-05;5100201;4118204;454.0;1798.96
2022-08-12;5100201;4118204;453.5;1798.96
2022-08-19;5100201;4118204;438.5;1798.96
2022-08-26;5100201;4118204;440.0;1798.96
2022-09-02;5100201;4118204;428.5;1798.96
2022-09-09;5100201;4118204;408.5;1798.96
2022-09-23;5100201;4118204;411.0;1798.96
2022-11-04;5100201;4118204;410.0;1798.96
2022-11-11;5100201;4118204;418.5;1798.96
2022-12-09;5100201;4118204;423.5;1798.96
2023-02-17;5100201;4118204;520.0;1798.96
2023-03-10;5100201;4118204;480.0;1798.96
2023-05-26;5100201;4118204;425.0;1798.96
2023-10-06;5100201;4118204;468.0;1798.96
2023-12-08;5100201;4118204;370.0;1798.96
2024-01-05;5100201;4118204;350.0;1798.96
2024-01-19;5100201;4118204;320.0;1798.96
2024-02-09;5100201;4118204;375.0;1798.96
2024-02-23;5100201;4118204;383.33;1798.96
2024-03-01;5100201;4118204;385.0;1798.96
2024-03-22;5100201;4118204;355.0;1798.96
2024-04-05;5100201;4118204;340.0;1798.96
2024-05-03;5100201;4118204;382.5;1798.96
2024-05-31;5100201;4118204;402.5;1798.96
2024-06-28;5100201;4118204;407.5;1798.96
2024-07-05;5100201;4118204;412.5;1798.96
2024-07-12;5100201;4118204;435.0;1798.96
2022-01-21;5102678;4118204;330.0;1715.44
2022-01-28;5102678;4118204;290.0;1715.44
2022-04-01;5102678;4118204;365.0;1715.44
2022-04-15;5102678;4118204;300.0;1715.44
2022-04-22;5102678;4118204;320.0;1715.44
2022-05-13;5102678;4118204;380.0;1715.44
2022-05-20;5102678;4118204;390.0;1715.44
2022-06-24;5102678;4118204;400.0;1715.44
2022-07-01;5102678;4118204;420.0;1715.44
2022-07-15;5102678;4118204;450.0;1715.44
2022-08-12;5102678;4118204;410.0;1715.44
2022-08-26;5102678;4118204;350.0;1715.44
2022-09-02;5102678;4118204;340.0;1715.44
2022-11-18;5102678;4118204;280.0;1715.44
2023-02-03;5102678;4118204;366.0;1715.44
2023-05-12;5102678;4118204;352.5;1715.44
2023-05-19;5102678;4118204;391.67;1715.44
2023-05-26;5102678;4118204;407.33;1715.44
2023-06-09;5102678;4118204;384.5;1715.44
2023-06-16;5102678;4118204;370.0;1715.44
2023-06-30;5102678;4118204;391.0;1715.44
2023-07-07;5102678;4118204;413.0;1715.44
2023-07-14;5102678;4118204;440.0;1715.44
2023-08-04;5102678;4118204;362.0;1715.44
2023-08-25;5102678;4118204;399.0;1715.44
2023-09-08;5102678;4118204;386.0;1715.44
2023-09-15;5102678;4118204;373.0;1715.44
2024-01-26;5102678;4118204;310.0;1715.44
2024-02-23;5102678;4118204;335.0;1715.44
2024-03-08;5102678;4118204;325.0;1715.44
2024-05-17;5102678;4118204;355.0;1715.44
2022-01-07;5103353;4118204;375.0;2222.27
2022-01-21;5103353;4118204;305.0;2222.27
2022-01-28;5103353;4118204;395.0;2222.27
2022-02-04;5103353;4118204;417.0;2222.27
2022-02-18;5103353;4118204;430.0;2222.27
2022-02-25;5103353;4118204;418.0;2222.27
2022-03-04;5103353;4118204;445.0;2222.27
2022-03-11;5103353;4118204;392.5;2222.27
2022-03-18;5103353;4118204;530.0;2222.27
2022-03-25;5103353;4118204;483.0;2222.27
2022-04-01;5103353;4118204;495.0;2222.27
2022-04-08;5103353;4118204;477.5;2222.27
2022-04-15;5103353;4118204;467.0;2222.27
2022-04-22;5103353;4118204;480.0;2222.27
2022-04-29;5103353;4118204;540.0;2222.27
2022-05-13;5103353;4118204;510.0;2222.27
2022-06-03;5103353;4118204;485.0;2222.27
2022-06-10;5103353;4118204;560.0;2222.27
2022-06-24;5103353;4118204;580.0;2222.27
2022-07-01;5103353;4118204;590.0;2222.27
2022-07-08;5103353;4118204;600.0;2222.27
2022-07-22;5103353;4118204;620.0;2222.27
2022-08-05;5103353;4118204;550.0;2222.27
2022-08-12;5103353;4118204;570.0;2222.27
2022-09-02;5103353;4118204;500.0;2222.27
2022-09-09;5103353;4118204;470.0;2222.27
2022-09-23;5103353;4118204;475.0;2222.27
2022-11-04;5103353;4118204;490.0;2222.27
2022-12-16;5103353;4118204;520.0;2222.27
2023-02-17;5103353;4118204;610.0;2222.27
2023-05-19;5103353;4118204;502.0;2222.27
2023-05-26;5103353;4118204;492.0;2222.27
2023-06-16;5103353;4118204;507.0;2222.27
2023-06-30;5103353;4118204;546.0;2222.27
2023-07-14;5103353;4118204;565.0;2222.27
2023-12-08;5103353;4118204;460.0;2222.27
2023-12-15;5103353;4118204;450.0;2222.27
2024-01-12;5103353;4118204;410.0;2222.27
2024-01-19;5103353;4118204;400.0;2222.27
2024-02-09;5103353;4118204;455.0;2222.27
2024-03-08;5103353;4118204;440.0;2222.27
2024-03-15;5103353;4118204;393.0;2222.27
2024-03-22;5103353;4118204;388.0;2222.27
2024-03-28;5103353;4118204;425.0;2222.27
2024-04-19;5103353;4118204;405.0;2222.27
2024-05-17;5103353;4118204;437.5;2222.27
2022-01-07;5106224;4118204;355.0;2031.94
2022-01-21;5106224;4118204;377.5;2031.94
2022-01-28;5106224;4118204;425.0;2031.94
2022-02-11;5106224;4118204;395.0;2031.94
2022-02-18;5106224;4118204;405.0;2031.94
2022-02-25;5106224;4118204;385.0;2031.94
2022-03-11;5106224;4118204;367.5;2031.94
2022-03-25;5106224;4118204;475.0;2031.94
2022-04-15;5106224;4118204;480.0;2031.94
2022-04-22;5106224;4118204;465.0;2031.94
2022-05-13;5106224;4118204;472.5;2031.94
2022-05-20;5106224;4118204;477.5;2031.94
2022-05-27;5106224;4118204;487.5;2031.94
2022-06-10;5106224;4118204;502.0;2031.94
2022-06-17;5106224;4118204;530.0;2031.94
2022-06-24;5106224;4118204;515.0;2031.94
2022-07-08;5106224;4118204;540.0;2031.94
2022-07-15;5106224;4118204;550.0;2031.94
2022-07-22;5106224;4118204;545.0;2031.94
2022-07-29;5106224;4118204;510.0;2031.94
2022-08-05;5106224;4118204;500.0;2031.94
2022-08-19;5106224;4118204;445.0;2031.94
2022-08-26;5106224;4118204;430.0;2031.94
2022-09-16;5106224;4118204;392.5;2031.94
2022-09-30;5106224;4118204;412.5;2031.94
2022-10-07;5106224;4118204;402.5;2031.94
2022-10-14;5106224;4118204;390.0;2031.94
2022-11-18;5106224;4118204;354.0;2031.94
2022-12-02;5106224;4118204;400.0;2031.94
2022-12-09;5106224;4118204;447.5;2031.94
2022-12-23;5106224;4118204;455.0;2031.94
2023-01-20;5106224;4118204;410.0;2031.94
2023-01-27;5106224;4118204;404.5;2031.94
