dt_reference;id_city_origin;id_city_destination;freight_cost;distance
02/05/2025;5100201;3548500;465.0;1591.0
09/05/2025;5100201;3548500;426.25;1591.0
16/05/2025;5100201;3548500;460.0;1591.0
23/05/2025;5100201;3548500;425.0;1591.0
30/05/2025;5100201;3548500;451.25;1591.0
06/06/2025;5100201;3548500;458.75;1591.0
13/06/2025;5100201;3548500;435.0;1591.0
20/06/2025;5100201;3548500;530.0;1591.0
27/06/2025;5100201;3548500;480.0;1591.0
04/07/2025;5100201;3548500;440.0;1591.0
11/07/2025;5100201;3548500;390.0;1591.0
19/07/2024;5102678;3548500;360.0;1705.03
26/07/2024;5102678;3548500;387.5;1705.03
02/08/2024;5102678;3548500;380.0;1705.03
09/08/2024;5102678;3548500;351.0;1705.03
16/08/2024;5102678;3548500;355.0;1705.03
23/08/2024;5102678;3548500;330.0;1705.03
30/08/2024;5102678;3548500;380.0;1705.03
06/09/2024;5102678;3548500;420.0;1705.03
13/09/2024;5102678;3548500;400.0;1705.03
20/09/2024;5102678;3548500;392.5;1705.03
27/09/2024;5102678;3548500;390.0;1705.03
04/10/2024;5102678;3548500;407.5;1705.03
11/10/2024;5102678;3548500;455.0;1705.03
18/10/2024;5102678;3548500;435.0;1705.03
25/10/2024;5102678;3548500;399.0;1705.03
01/11/2024;5102678;3548500;350.0;1705.03
08/11/2024;5102678;3548500;340.0;1705.03
15/11/2024;5102678;3548500;397.5;1705.03
22/11/2024;5102678;3548500;310.0;1705.03
29/11/2024;5102678;3548500;300.0;1705.03
06/12/2024;5102678;3548500;360.0;1705.03
13/12/2024;5102678;3548500;387.5;1705.03
20/12/2024;5102678;3548500;380.0;1705.03
27/12/2024;5102678;3548500;351.0;1705.03
03/01/2025;5102678;3548500;355.0;1705.03
10/01/2025;5102678;3548500;330.0;1705.03
17/01/2025;5102678;3548500;380.0;1705.03
24/01/2025;5102678;3548500;420.0;1705.03
31/01/2025;5102678;3548500;400.0;1705.03
07/02/2025;5102678;3548500;392.5;1705.03
14/02/2025;5102678;3548500;390.0;1705.03
21/02/2025;5102678;3548500;407.5;1705.03
28/02/2025;5102678;3548500;455.0;1705.03
07/03/2025;5102678;3548500;435.0;1705.03
14/03/2025;5102678;3548500;399.0;1705.03
21/03/2025;5102678;3548500;350.0;1705.03
28/03/2025;5102678;3548500;340.0;1705.03
04/04/2025;5102678;3548500;397.5;1705.03
11/04/2025;5102678;3548500;310.0;1705.03
18/04/2025;5102678;3548500;300.0;1705.03
25/04/2025;5102678;3548500;360.0;1705.03
02/05/2025;5102678;3548500;387.5;1705.03
09/05/2025;5102678;3548500;380.0;1705.03
16/05/2025;5102678;3548500;351.0;1705.03
